Datetime,CHWC_VLV,CHWC_VLV_DM,MA_TEMP,OA_CFM,OA_DMPR,OA_DMPR_DM,OA_TEMP,RA_CFM,RA_DMPR,RA_DMPR_DM,RA_TEMP,RF_CS,RF_SPD,RF_SPD_DM,RF_WAT,SA_CFM,SA_SP,SA_SPSPT,SA_TEMP,SA_TEMPSPT,SF_CS,SF_SPD,SF_SPD_DM,SF_WAT,SYS_CTL,ZONE_TEMP_1,ZONE_TEMP_2,ZONE_TEMP_3,ZONE_TEMP_4,ZONE_TEMP_5
2018-01-01 01:00:00,2.6353027e-21,0.0,66.37468,357730.44,0.0,0.0,10.355011,0.85319424,1.0,1.0,68.34175,0.0,0.0,0.0,-2.6171643e-13,-0.9433311,402.07953,1.60746,66.37468,55.184006,0.0,0.9,0.0,-2.7915195e-13,0.0,73.94652,66.76723,67.0271,66.761345,67.206566
2018-01-01 01:01:00,2.4795785e-21,0.0,66.37468,357730.44,0.0,0.0,10.040033,0.85305715,1.0,1.0,68.34786,0.0,0.0,0.0,-2.6162666e-13,-0.9431673,402.0795,1.60746,66.37468,55.184006,0.0,0.9,0.0,-2.7906123e-13,0.0,73.97777,66.76668,67.025894,66.76129,67.20772
2018-01-01 01:02:00,2.3803613e-21,0.0,66.37468,357730.44,0.0,0.0,10.055031,0.85291773,1.0,1.0,68.35378,0.0,0.0,0.0,-2.6154624e-13,-0.943027,402.07947,1.60746,66.37468,55.184006,0.0,0.9,0.0,-2.789696e-13,0.0,74.00836,66.766014,67.02458,66.761185,67.20876
2018-01-01 01:03:00,-1.2742586e-21,0.0,66.374626,357730.44,0.0,0.0,10.070026,0.8527794,1.0,1.0,68.35948,0.0,0.0,0.0,-2.614546e-13,-0.9428671,402.0794,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.7888068e-13,0.0,74.03825,66.765305,67.02315,66.76102,67.2097
2018-01-01 01:04:00,2.7499868e-21,0.0,66.374626,357730.44,0.0,0.0,10.085022,0.85264117,1.0,1.0,68.36498,0.0,0.0,0.0,-2.6136908e-13,-0.9427191,402.07938,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.787895e-13,0.0,74.06741,66.76453,67.02167,66.76074,67.21057
2018-01-01 01:05:00,-2.1791254e-23,0.0,66.374626,357730.44,0.0,0.0,10.100019,0.8525029,1.0,1.0,68.370316,0.0,0.0,0.0,-2.6128776e-13,-0.9425605,402.07935,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.7869907e-13,0.0,74.09598,66.7637,67.02013,66.76047,67.21129
2018-01-01 01:06:00,-2.5931310000000002e-22,0.0,66.374626,357730.44,0.0,0.0,10.115015,0.8523623,1.0,1.0,68.37544,0.0,0.0,0.0,-2.612098e-13,-0.94241256,402.07928,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.786084e-13,0.0,74.12395,66.76283,67.018425,66.760086,67.211945
2018-01-01 01:07:00,8.850098599999999e-23,0.0,66.374626,357730.44,0.0,0.0,10.145008,0.8522251,1.0,1.0,68.38037,0.0,0.0,0.0,-2.6112006e-13,-0.94225013,402.07925,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.7851918e-13,0.0,74.151245,66.76184,67.01666,66.75964,67.21245
2018-01-01 01:08:00,4.881839e-23,0.0,66.374626,357730.44,0.0,0.0,10.145008,0.8520869,1.0,1.0,68.38514,0.0,0.0,0.0,-2.6103216e-13,-0.94209677,402.07922,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.784279e-13,0.0,74.17799,66.760796,67.014854,66.75915,67.21288
2018-01-01 01:09:00,-1.9413986000000002e-22,0.0,66.374626,357730.44,0.0,0.0,10.160004,0.8519498,1.0,1.0,68.38971,0.0,0.0,0.0,-2.609518e-13,-0.9419595,402.0792,1.60746,66.374626,55.184006,0.0,0.9,0.0,-2.7833608e-13,0.0,74.20415,66.7597,67.01293,66.758545,67.21321
