Datetime,CHWC_VLV,CHWC_VLV_DM,MA_TEMP,OA_CFM,OA_DMPR,OA_DMPR_DM,OA_TEMP,RA_CFM,RA_DMPR,RA_DMPR_DM,RA_TEMP,RF_CS,RF_SPD,RF_SPD_DM,RF_WAT,SA_CFM,SA_SP,SA_SPSPT,SA_TEMP,SA_TEMPSPT,SF_CS,SF_SPD,SF_SPD_DM,SF_WAT,SYS_CTL,ZONE_TEMP_1,ZONE_TEMP_2,ZONE_TEMP_3,ZONE_TEMP_4,ZONE_TEMP_5
2018-01-01 01:00:00,2.8064728e-22,0.0,65.71962,357730.44,0.75,0.0,10.040033,1.1619784e-06,0.25,1.0,68.281525,0.0,0.0,0.0,-1.17800165e-23,-2.2703914e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-5.440315e-26,0.0,73.89966,66.709274,66.97185,66.6879,67.13895
2018-01-01 01:01:00,-2.8256682e-21,0.0,65.71962,357730.44,0.75,0.0,10.055031,1.1619784e-06,0.25,1.0,68.2879,0.0,0.0,0.0,-2.5800002e-24,-3.925434e-07,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-4.160737e-24,0.0,73.931244,66.708885,66.970856,66.688065,67.14043
2018-01-01 01:02:00,3.2706366000000003e-21,0.0,65.71962,357730.44,0.75,0.0,10.070026,1.1619784e-06,0.25,1.0,68.29405,0.0,0.0,0.0,-6.787075e-24,1.9100228e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-6.912789599999999e-25,0.0,73.96206,66.70845,66.96981,66.68817,67.14175
2018-01-01 01:03:00,-1.2798856e-21,0.0,65.71962,357730.44,0.75,0.0,10.085022,1.1619784e-06,0.25,1.0,68.29997,0.0,0.0,0.0,-4.129164e-23,1.5934071e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-7.196897999999999e-26,0.0,73.99222,66.7079,66.96866,66.68817,67.14296
2018-01-01 01:04:00,1.7134121e-21,0.0,65.71962,357730.44,0.75,0.0,10.100019,1.1619784e-06,0.25,1.0,68.30574,0.0,0.0,0.0,-3.7260113e-24,1.0538623e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-7.065366000000001e-27,0.0,74.02171,66.70729,66.96739,66.68817,67.144104
2018-01-01 01:05:00,-5.3773224e-24,0.0,65.71962,357730.44,0.75,0.0,10.115015,-1.1619784e-06,0.25,1.0,68.31128,0.0,0.0,0.0,-1.03653635e-22,1.1568942e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-3.7013663999999997e-25,0.0,74.05055,66.706635,66.96608,66.688065,67.145096
2018-01-01 01:06:00,-1.3648484000000002e-22,0.0,65.71962,357730.44,0.75,0.0,10.1300125,0.0,0.25,1.0,68.31666,0.0,0.0,0.0,-4.3960006e-23,1.8287151e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-7.92568e-25,0.0,74.07879,66.70592,66.964645,66.6879,67.14603
2018-01-01 01:07:00,7.346668e-23,0.0,65.71962,357730.44,0.75,0.0,10.145008,0.0,0.25,1.0,68.32184,0.0,0.0,0.0,-2.7429755e-24,-1.6928742e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-1.0983402e-24,0.0,74.10637,66.705154,66.963165,66.68768,67.146805
2018-01-01 01:08:00,1.253766e-22,0.0,65.71962,357730.44,0.75,0.0,10.160004,1.1619784e-06,0.25,1.0,68.326805,0.0,0.0,0.0,-1.2651791400000001e-23,1.6101027e-06,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-1.4756301e-24,0.0,74.13333,66.70427,66.96157,66.68735,67.147514
2018-01-01 01:09:00,6.531838000000001e-23,0.0,65.71962,357730.44,0.75,0.0,10.175001,0.0,0.25,1.0,68.33165,0.0,0.0,0.0,-5.778355000000001e-23,-8.2162705e-07,0.005004883,-400.25253,65.71962,55.184006,0.0,0.9,0.0,-1.9024277999999998e-25,0.0,74.15976,66.70339,66.95992,66.68703,67.14812
